State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
Michigan,Kalamazoo County,2013,58382,30.6,27.3,33.9,30.5,27.2,33.8
Michigan,Kalkaska County,2013,4146,31.6,25.1,39.2,31,24,38.7
Michigan,Kent County,2013,128665,28.7,26.7,31.1,28.4,26.3,30.8
Michigan,Keweenaw County,2013,548,30.9,23.6,38.5,30.3,22.3,38.9
Michigan,Lake County,2013,2952,32,25,39.2,31.3,23.8,39.3
Michigan,Lapeer County,2013,20060,30.3,25.4,35.9,29.3,24.3,35.1
Michigan,Leelanau County,2013,4647,26.6,21.5,32.4,25.5,20,32.1
Michigan,Lenawee County,2013,22835,30.8,26,35.8,30.2,25.2,35.6
Michigan,Livingston County,2013,40253,29.6,25.8,33.3,28.9,25,32.8
Michigan,Luce County,2013,1717,32.6,26.3,39.1,32.2,25.8,39.4
Michigan,Mackinac County,2013,2785,31.1,25.7,36.4,30.7,24.8,36.7
Michigan,Macomb County,2013,215203,33.3,31.2,35.5,33.1,30.9,35.4
Michigan,Manistee County,2013,6765,34.6,28.8,40.9,34.1,27.7,40.7
Michigan,Marquette County,2013,15305,29.2,25.1,33.8,28.7,24.4,33.4
Michigan,Mason County,2013,6609,29.9,24.3,36.2,29.1,23.1,36
Michigan,Mecosta County,2013,11253,35,28.5,41.1,35,28.2,41.5
Michigan,Menominee County,2013,6392,34.4,28.1,40.6,33.8,27,40.8
Michigan,Midland County,2013,19097,30.5,26.1,35.5,30,25.4,35.2
Michigan,Missaukee County,2013,3612,32.2,25.5,39.7,31.6,24.5,39.5
Michigan,Monroe County,2013,37966,33.8,29.6,38.5,33.1,28.7,38
Michigan,Montcalm County,2013,15932,34,28.8,39.8,33.7,28.3,39.7
Michigan,Montmorency County,2013,2247,28.9,23,35.5,27.9,21.4,35.8
Michigan,Muskegon County,2013,45324,35.8,31.8,39.8,35.6,31.4,39.7
Michigan,Newaygo County,2013,12099,34,28.7,39.5,33.5,28,39.6
Michigan,Oakland County,2013,243882,26.3,24.8,27.9,25.5,23.9,27.2
Michigan,Oceana County,2013,6720,34.8,28.3,41.8,34.5,27.5,42
Michigan,Ogemaw County,2013,5946,35.6,29.2,42.2,35.2,28.1,43.1
Michigan,Ontonagon County,2013,1762,33,26.2,40.3,32,24.3,40.2
Michigan,Osceola County,2013,5879,34.2,27.4,41.2,33.7,26.6,41.2
Michigan,Oscoda County,2013,2211,33.5,26.6,41,32.9,25.2,41.3
Michigan,Otsego County,2013,6110,33.3,27,39.9,32.7,26.1,39.8
Michigan,Ottawa County,2013,53163,27.6,24.5,30.5,27.3,24.1,30.4
Michigan,Presque Isle County,2013,3442,32.3,26.3,38.8,31.8,24.6,39.1
Michigan,Roscommon County,2013,6801,34.2,27.7,41.1,33.7,26,41.7
Michigan,Saginaw County,2013,57155,38.9,34.9,42.8,38.8,34.6,42.8
Michigan,St. Clair County,2013,39788,33,29,37.8,32.4,28.2,37.5
Michigan,St. Joseph County,2013,15315,34.7,29,40.1,34.5,28.6,40.3
Michigan,Sanilac County,2013,9848,31.3,25.4,37.2,30.7,24.5,37
Michigan,Schoolcraft County,2013,2041,31.3,25,37.6,30.5,23.6,37.5
Michigan,Shiawassee County,2013,16663,32.4,27.3,37.7,31.8,26.4,37.4
Michigan,Tuscola County,2013,13427,32.6,27.1,38.5,31.9,26.2,38.3
Michigan,Van Buren County,2013,18466,33.5,28.8,38.4,33.1,28.1,38.4
Michigan,Washtenaw County,2013,64885,24.4,21.8,27,24.4,21.7,26.9
Michigan,Wayne County,2013,434504,33.5,32.1,34.9,33.1,31.7,34.6
Michigan,Wexford County,2013,7329,30.2,24.3,36.5,29.6,23.3,36.2
Minnesota,Aitkin County,2013,3813,29.9,24.8,34.9,29.2,23.5,35.1
Minnesota,Anoka County,2013,74226,30,27.9,32.1,29.5,27.4,31.6
Minnesota,Becker County,2013,7958,32.6,28.4,37.4,32.1,27.5,37.1
Minnesota,Beltrami County,2013,9965,30.9,27.2,34.8,30.8,27,34.7
Minnesota,Benton County,2013,8437,29.3,24.8,34.6,29.2,24.6,34.6
Minnesota,Big Stone County,2013,1141,28.7,22.5,35.8,28.2,21.4,36
Minnesota,Blue Earth County,2013,16379,33.7,29.4,38.1,33.8,29.5,38.1
Minnesota,Brown County,2013,5740,30.1,25,35.7,29.6,24.1,35.7
Minnesota,Carlton County,2013,7986,30.1,25.9,34.4,29.6,25.3,34.1
Minnesota,Carver County,2013,15161,23,19.6,26.3,22.4,19.1,25.8
Minnesota,Cass County,2013,5818,26.5,22.4,30.7,25.8,21.4,30.1
Minnesota,Chippewa County,2013,2708,29.9,24.3,35.9,29.4,23.5,35.9
Minnesota,Chisago County,2013,11823,29.8,25.2,34.3,29.4,24.8,34
Minnesota,Clay County,2013,12336,28.4,24.4,32.4,28.4,24.3,32.4
Minnesota,Clearwater County,2013,1994,31,24.7,38,30.8,24.1,38.3
Minnesota,Cook County,2013,1230,28.9,23.8,34.8,28.3,22.6,35
Minnesota,Cottonwood County,2013,2751,31.7,26,37.8,31.3,25,38.2
Minnesota,Crow Wing County,2013,13850,29,25.3,32.9,28.5,24.6,32.8
Minnesota,Dakota County,2013,78842,26.6,24.8,28.5,26.1,24.4,28.1
Minnesota,Dodge County,2013,3530,24.9,20,30.3,24.4,19.4,29.8
Minnesota,Douglas County,2013,8413,30,25.6,34.5,29.7,24.9,34.7
Minnesota,Faribault County,2013,2931,27,21.5,33,26.2,20.4,32.9
Minnesota,Fillmore County,2013,3874,25.1,20,30.1,24.5,19.3,29.8
Minnesota,Freeborn County,2013,7037,29.9,25.3,34.8,29.6,24.7,34.9
Minnesota,Goodhue County,2013,11182,32.2,28,36.5,32.1,27.4,36.6
Minnesota,Grant County,2013,1466,32,25.3,39.3,31.8,24.5,39.8
Minnesota,Hennepin County,2013,205685,22.8,21.9,23.6,22.5,21.6,23.4
Minnesota,Houston County,2013,3684,25.7,21.1,31.7,24.8,19.8,31
Minnesota,Hubbard County,2013,3969,24.9,20.8,29,24.2,19.8,28.7
Minnesota,Isanti County,2013,7795,28,23.6,33,27.4,22.9,32.6
Minnesota,Itasca County,2013,11223,32.2,28.3,36.2,31.9,27.5,36.3
Minnesota,Jackson County,2013,2431,31.5,25.1,38.7,31.1,24.4,38.7
Minnesota,Kanabec County,2013,3611,29.9,23.9,36.3,29.4,23.2,36.4
Minnesota,Kandiyohi County,2013,9134,29.1,24.5,33.8,28.7,24,33.9
Minnesota,Kittson County,2013,948,27.8,21.5,34.9,27.1,20.3,35
Minnesota,Koochiching County,2013,2862,28,23.3,32.7,27.3,22.3,32.5
Minnesota,Lac qui Parle County,2013,1553,28.8,22.8,35.3,28.1,21.3,35
Minnesota,Lake County,2013,2601,30.3,24.6,36.7,29.8,23.7,36.7
Minnesota,Lake of the Woods Count,2013,947,30.4,24.1,38.1,29.7,22.8,37.5
Minnesota,Le Sueur County,2013,6562,32.4,27.5,37.8,32,26.8,37.8
Minnesota,Lincoln County,2013,1246,28.3,22.6,34.5,27.8,21.6,34.7
Minnesota,Lyon County,2013,5296,28.7,23.6,34.2,28.6,23.4,34.4
Minnesota,McLeod County,2013,8212,31.1,26.2,35.8,30.8,25.6,35.8
Minnesota,Mahnomen County,2013,1216,32.6,25.7,39.7,32.4,25.1,39.9
Minnesota,Marshall County,2013,2097,29.7,23.7,36.1,29.3,23,36.4
Minnesota,Martin County,2013,5006,32.2,26.7,37.7,31.9,25.8,38.1
Minnesota,Meeker County,2013,5135,30.4,25.3,36,29.9,24.5,35.7
Minnesota,Mille Lacs County,2013,6801,35.9,30.9,41,35.8,30.6,41.2
Minnesota,Morrison County,2013,8336,34.3,29.2,39.3,34.1,28.7,39.4
Minnesota,Mower County,2013,8800,30.8,25.7,36,30.5,25.3,36.1
Minnesota,Murray County,2013,1939,29.8,23.6,36.4,29.3,22.6,36.6
Minnesota,Nicollet County,2013,7236,29.9,24.7,35.7,29.7,24.4,35.5
Minnesota,Nobles County,2013,4452,28.8,23,35,28.6,22.6,35
Minnesota,Norman County,2013,1393,28.2,22.7,34.3,27.6,21.4,34.6
Minnesota,Olmsted County,2013,27908,25.6,23,28.4,25.2,22.6,28.1
Minnesota,Otter Tail County,2013,12928,29.4,25.5,33.1,29.3,24.9,33.5
Minnesota,Pennington County,2013,2882,27.5,22.2,32.8,27.2,21.7,32.6
Minnesota,Pine County,2013,8145,36.2,31.3,41.1,36.1,31,41.3
Minnesota,Pipestone County,2013,1933,28.4,22.5,34.7,28,21.7,34.8
Minnesota,Polk County,2013,7802,33.5,28.5,38.2,33.3,28.3,38.3
Minnesota,Pope County,2013,2711,32.1,26.1,38.5,32,25.3,38.5
Minnesota,Ramsey County,2013,100227,25.8,24.4,27.1,25.6,24.2,27
Minnesota,Red Lake County,2013,983,32.8,25.9,40.3,32.5,25.2,40.3
Minnesota,Redwood County,2013,3754,32.6,27.1,37.9,32.4,26.5,38.4
Minnesota,Renville County,2013,3359,29.5,23.9,35.7,29.1,23.2,35.8
Minnesota,Rice County,2013,14845,31.5,27.5,35.3,31.3,27.1,35.3
Minnesota,Rock County,2013,1967,28.4,22.6,34.8,27.8,21.7,35
Minnesota,Roseau County,2013,3302,29.3,23.9,35.1,28.7,22.9,34.8
Minnesota,St. Louis County,2013,41878,27.1,24.9,29.4,26.7,24.5,29.1
Minnesota,Scott County,2013,23175,24.6,21.4,27.6,24.3,21.2,27.4
Minnesota,Sherburne County,2013,18149,28.8,25,32.9,28.5,24.6,32.5
Minnesota,Sibley County,2013,3657,33.3,27.7,39.5,33,27,39.5
Minnesota,Stearns County,2013,30571,27.6,25,30.4,27.4,24.8,30.2
Minnesota,Steele County,2013,8015,30.5,25.9,35.4,30.1,25.4,35.1
Minnesota,Stevens County,2013,2350,33.5,26.6,40.5,33.6,26.5,40.9
Minnesota,Swift County,2013,2072,28.6,22.8,35,28.3,22.1,35.3
Minnesota,Todd County,2013,5476,30.4,25.4,36.2,30,24.5,36.1
Minnesota,Traverse County,2013,838,32.1,25.5,39,32,24.5,39.9
Minnesota,Wabasha County,2013,5195,32.2,26.9,37.4,31.7,26.4,37.3
Minnesota,Wadena County,2013,2958,29.2,23.4,35.2,28.9,22.8,35.4
Minnesota,Waseca County,2013,4826,33.7,27.4,40.2,33.5,26.9,40.3
Minnesota,Washington County,2013,46511,26.1,23.8,28.4,25.6,23.3,27.9
Minnesota,Watonwan County,2013,2176,26.9,21.1,33.1,26.4,20.3,33
Minnesota,Wilkin County,2013,1381,28.5,22.3,36,27.9,21.3,35.8
Minnesota,Winona County,2013,11135,28.9,24.8,33.4,28.8,24.5,33.3
Minnesota,Wright County,2013,24735,28,24.8,31.1,27.7,24.4,30.8
Minnesota,Yellow Medicine County,2013,2182,29,23.2,35.1,28.6,22.5,35
Mississippi,Adams County,2013,9252,37.7,33,42.7,37.9,32.9,43.2
Mississippi,Alcorn County,2013,10486,37.9,32.7,43.4,38.5,32.9,44.3
Mississippi,Amite County,2013,4157,42.3,36.3,48.2,43.3,36.6,49.7
Mississippi,Attala County,2013,5484,39.2,33.5,45.1,40.1,33.8,46.4
Mississippi,Benton County,2013,2359,37,29.6,45.1,37.4,29.7,46.1
Mississippi,Bolivar County,2013,9072,37.5,32.4,42.8,37.5,32.3,43.1
Mississippi,Calhoun County,2013,3867,35.8,29.9,41.8,36.3,30,42.7
Mississippi,Carroll County,2013,2767,34.2,28.5,40.3,34.7,28.5,41.4
Mississippi,Chickasaw County,2013,4185,33.4,27.7,39.5,33.5,27.7,39.9
Mississippi,Choctaw County,2013,1985,31.7,25.6,38.3,32,25.6,39.2
Mississippi,Claiborne County,2013,3121,47.6,38.4,56.4,47.9,38.4,57
Mississippi,Clarke County,2013,4239,34.8,29,40.6,35.3,29.1,41.5
Mississippi,Clay County,2013,5247,35.3,29.9,41,35.6,29.9,41.7
Mississippi,Coahoma County,2013,7409,42.9,37,48.7,43.1,37,49
Mississippi,Copiah County,2013,7827,37.4,31.2,44,37.6,31.2,44.4
Mississippi,Covington County,2013,5123,36.3,30.6,42.4,36.7,30.6,43.2
Mississippi,DeSoto County,2013,42555,35.9,32.1,39.8,35.7,31.9,39.6
Mississippi,Forrest County,2013,19204,34.4,29.9,39.2,34.4,29.9,39.2
Mississippi,Franklin County,2013,2061,35.6,29.4,42.5,36,29.4,43.5
Mississippi,George County,2013,5655,34.2,28.2,41,34.2,28.1,41.2
Mississippi,Greene County,2013,4276,38.5,31.8,45.9,38.3,31.6,45.8
Mississippi,Grenada County,2013,6187,38.9,33.3,44.9,39.3,33.5,45.5
Mississippi,Hancock County,2013,10919,31.9,26.4,37.2,31.8,26.1,37.5
Mississippi,Harrison County,2013,46256,32.3,29.1,35.5,32.1,29,35.4
Mississippi,Hinds County,2013,60877,34.9,31.8,37.9,34.7,31.6,37.8
Mississippi,Holmes County,2013,5964,46.1,39.8,52.7,46.2,39.6,53.1
Mississippi,Humphreys County,2013,2608,41.6,34,49.8,41.8,33.8,50.3
Mississippi,Issaquena County,2013,392,34.4,26.1,43,34.4,25.7,43.2
Mississippi,Itawamba County,2013,5979,34.5,28.8,40.6,35,29.1,41.4
Mississippi,Jackson County,2013,32825,32,28.9,35.2,31.9,28.8,35.2
